peid,pnombre,nacionalidad,nro_pasaporte,edad,genero,bid,es_capitan
1570,Aairah Larsen,TRINITARIA,L34669447,27,hombre,108,0
1571,Christos Sharma,BHUTANESA,N68371627,29,mujer,214,0
1572,Betty Whittington,MAURICIANA,X47728816,39,hombre,66,0
1573,Adnaan Corona,ARABE,A71445978,57,hombre,78,1
1574,Raya Dejesus,SINGAPORENSE,X76165312,57,hombre,182,0
1575,Eric Caldwell,BOTSWANESA,E74162962,52,hombre,91,0
1576,Lillie-May Hammond,LIBANESA,Z71264239,43,hombre,58,0
1577,Vivienne Herrera,GABONESA,I60955054,40,hombre,147,1
1578,Rea Alvarado,REINO UNIDO(BRIT. DEL EXT.),J25372468,40,hombre,198,0
1579,Tymon Gaines,RUMANA,M15728697,60,mujer,103,0
1580,Janelle Dickerson,BURUNDESA,B26662981,52,mujer,118,0
1581,Tianna Sharp,GHANATA,Y11005141,26,mujer,99,0
1582,Maariya Wagstaff,SANTA LUCIENSE,F13271498,30,mujer,49,0
1583,Joao Blundell,JORDANA,G91606013,18,hombre,73,0
1584,Anabella Ramirez,ESLOVENIA,L13188887,44,hombre,82,0
1585,Aleksandra Pena,MAURICIANA,T64648589,24,hombre,1,0
1586,Chante Frederick,LESOTHENSE,G23184399,37,hombre,141,0
1587,Maksim Booker,MALDIVA,S52351362,27,hombre,184,0
1588,Alivia Ball,MALAWIANA,W22842219,36,mujer,108,0
1589,Cari Fields,REINO UNIDO,A22997803,48,hombre,225,0
1590,Veronica Ali,NIGERINA,K89362716,47,hombre,165,0
1591,Maiya Stout,YEMENI,P33323816,60,hombre,195,0
1592,Judah Buck,GUINEA,L56259815,43,mujer,133,0
1593,Fabio Hooper,JAMAIQUINA,G94153544,36,mujer,197,1
1594,Ryan David,MOZAMBIQUEÑA,W82320661,58,hombre,36,0
1595,Darcie-Mae Dowling,TURCA,L78231211,43,hombre,57,0
1596,Inigo Haley,IRAQUI,F42449248,26,mujer,221,1
1597,Deborah Dunne,IRANI,K68311115,42,mujer,145,1
1598,Kendal Mcfadden,GUINEA ECUATORIANA,A50484842,22,hombre,169,0
1599,Charis Lin,PORTUGUESA,D26409712,26,hombre,50,0
1600,Chantel Hayden,ALEMANA,H90600071,38,mujer,232,0
1601,Nazia Redfern,IRLANDESA,P10218355,26,hombre,224,0
1602,Tabatha Flores,SAMOANA,W92234185,53,mujer,96,0
1603,Bella-Rose Hussain,GUINEA,F49614247,25,mujer,159,0
1604,Evelina Galindo,SAN MARINENSE,O32713950,29,mujer,71,0
1605,Yuvaan Roberson,SUDANESA,T82792472,26,mujer,105,0
1606,Rahima Lowry,PUERTORRIQUEÑA,R59889162,41,mujer,144,0
1607,Caitlin Blair,AUSTRIACA,C97863755,26,hombre,109,0
1608,Fabian Walls,HUNGARA,F51141639,33,hombre,30,0
1609,Miguel Crane,HUNGARA,G59577030,60,mujer,169,0
1610,Lia Humphrey,MALASIA,I88892388,21,hombre,26,0
1611,Sheena Perry,KUWAITI,M69113431,31,hombre,237,0
1612,Emme Fischer,DE ZIMBAWI,F19346482,29,mujer,35,1
1613,Isra Pruitt,JAPONESA,O13449416,22,hombre,81,0
1614,Nuha Davila,SWAZI,D26044036,24,hombre,216,1
1615,Halimah Chaney,AUSTRIACA,E96622189,31,hombre,171,0
1616,Matthias Waller,ARGELIANA,M16794912,33,mujer,163,0
1617,Maisha Davis,SAN MARINENSE,H63425329,51,hombre,164,1
1618,Oluwatobiloba Mac,LAOSIANA,H48785745,30,mujer,19,0
1619,Lewie Pearson,MARROQUI,F27429636,44,hombre,44,0
1620,Kayden Gunn,NORVIETNAMITA,U65928011,54,mujer,126,0
1621,Ellen Downes,GUYANESA,W68251412,22,hombre,137,0
1622,Axl Hahn,MOLDOVIA,E17897945,43,mujer,27,1
1623,Thelma Anthony,MONEGASCA,W84528986,25,hombre,82,0
1624,Siyana Oneal,MOLDOVIA,W19724377,48,mujer,102,0
1625,Harriet Carpenter,SALOMONESA,M43293318,46,mujer,220,0
1626,Jason Devlin,CHECOSLOVACA,M81919103,30,hombre,154,0
1627,Meredith Mcclure,RUMANA,K96803196,22,mujer,120,0
1628,Olly Kaufman,TAIWANESA,U86107037,45,hombre,153,0
1629,Aminah Kennedy,MALAWIANA,A38888126,41,hombre,3,1
1630,Juliet Dennis,LAOSIANA,T53899888,54,mujer,150,0
1631,Deon Mcneill,MALIENSE,U93785974,30,mujer,219,0
1632,Dilan Steele,LIBIA,R81584068,59,hombre,74,1
1633,Fardeen Whittle,DE BARBADOS,J87987922,38,mujer,144,0
1634,Clarissa Dougherty,ISRAELI,B23610129,60,hombre,136,0
1635,Yousuf Draper,GRANADINA,S90330150,40,mujer,94,0
1636,Ishaan Webber,PORTUGUESA,C39285747,33,mujer,42,0
1637,Remi Barnes,HAITIANA,I88057857,29,mujer,100,0
1638,Kamran Bull,AUSTRALIANA,M56565231,37,hombre,157,0
1639,Chandler Chandler,VENEZOLANA,M66934590,56,hombre,33,1
1640,Julius Roche,MACEDONIA,X63147050,41,hombre,51,0
1641,Amiyah Short,LESOTHENSE,R65306181,38,hombre,247,0
1642,Marwah Lester,DE SEYCHELLES,E81051489,52,hombre,215,0
